prices,obs,date,region
5322,116826,2020-10-01,North
12426,116826,2020-10-01,North West
10777,116826,2020-10-01,East Anglia
9703,116826,2020-10-01,Scotland
5213,116826,2020-10-01,Wales
13598,116826,2020-10-01,London
10060,116826,2020-10-01,Yorkshire & Humber
9131,116826,2020-10-01,East Midlands
4814,116826,2020-10-01,Northern Ireland
9559,116826,2020-10-01,West Midlands
10081,82553,2020-11-01,South East
6625,82553,2020-11-01,South West
7646,82553,2020-11-01,East Anglia
9049,82553,2020-11-01,North West
4900,82553,2020-11-01,North
6812,82553,2020-11-01,Yorkshire & Humber
6603,82553,2020-11-01,West Midlands
4935,82553,2020-11-01,Wales
7996,82553,2020-11-01,London
7254,82553,2020-11-01,Scotland
6351,82553,2020-11-01,East Midlands
3711,82553,2020-11-01,Northern Ireland
5448,94790,2020-12-01,North
7557,94790,2020-12-01,West Midlands
5290,94790,2020-12-01,Wales
8107,94790,2020-12-01,Scotland
12126,94790,2020-12-01,South East
7205,94790,2020-12-01,East Midlands
9684,94790,2020-12-01,London
10106,94790,2020-12-01,North West
7638,94790,2020-12-01,South West
7764,94790,2020-12-01,Yorkshire & Humber
4033,94790,2020-12-01,Northern Ireland
9242,94790,2020-12-01,East Anglia
12278,94079,2021-01-01,South East
8480,94079,2021-01-01,East Anglia
7861,94079,2021-01-01,Scotland
7042,94079,2021-01-01,East Midlands
7801,94079,2021-01-01,West Midlands
5128,94079,2021-01-01,Wales
10246,94079,2021-01-01,London
5390,94079,2021-01-01,North
3668,94079,2021-01-01,Northern Ireland
7870,94079,2021-01-01,South West
10071,94079,2021-01-01,North West
7726,94079,2021-01-01,Yorkshire & Humber
7945,98049,2021-02-01,Yorkshire & Humber
5539,98049,2021-02-01,North
8108,98049,2021-02-01,West Midlands
3877,98049,2021-02-01,Northern Ireland
8295,98049,2021-02-01,South West
10446,98049,2021-02-01,North West
5304,98049,2021-02-01,Wales
8263,98049,2021-02-01,Scotland
7507,98049,2021-02-01,East Midlands
12711,98049,2021-02-01,South East
10715,98049,2021-02-01,London
8743,98049,2021-02-01,East Anglia
8437,100972,2021-03-01,Scotland
7627,100972,2021-03-01,East Midlands
13167,100972,2021-03-01,South East
8379,100972,2021-03-01,West Midlands
3869,100972,2021-03-01,Northern Ireland
11031,100972,2021-03-01,London
5440,100972,2021-03-01,Wales
5699,100972,2021-03-01,North
10873,100972,2021-03-01,North West
8473,100972,2021-03-01,South West
9116,100972,2021-03-01,East Anglia
8265,100972,2021-03-01,Yorkshire & Humber
9246,102092,2021-04-01,East Anglia
7807,102092,2021-04-01,East Midlands
10933,102092,2021-04-01,North West
3942,102092,2021-04-01,Northern Ireland
8467,102092,2021-04-01,Scotland
5475,102092,2021-04-01,Wales
8467,102092,2021-04-01,West Midlands
8391,102092,2021-04-01,Yorkshire & Humber
11167,102092,2021-04-01,London
5852,102092,2021-04-01,North
13299,102092,2021-04-01,South East
8494,102092,2021-04-01,South West
7357,95210,2021-05-01,East Midlands
12040,95210,2021-05-01,South East
7812,95210,2021-05-01,South West
9076,95210,2021-05-01,East Anglia
10406,95210,2021-05-01,North West
9513,95210,2021-05-01,London
7901,95210,2021-05-01,West Midlands
5297,95210,2021-05-01,Wales
5760,95210,2021-05-01,North
7914,95210,2021-05-01,Yorkshire & Humber
7765,95210,2021-05-01,Scotland
3814,95210,2021-05-01,Northern Ireland
11615,109408,2021-06-01,North West
8926,109408,2021-06-01,South West
8527,109408,2021-06-01,West Midlands
6160,109408,2021-06-01,Wales
11561,109408,2021-06-01,London
4852,109408,2021-06-01,Northern Ireland
9412,109408,2021-06-01,Scotland
13939,109408,2021-06-01,South East
6138,109408,2021-06-01,North
9228,109408,2021-06-01,Yorkshire & Humber
8294,109408,2021-06-01,East Midlands
10168,109408,2021-06-01,East Anglia
6542,122056,2021-07-01,Wales
9938,122056,2021-07-01,South West
12968,122056,2021-07-01,North West
9828,122056,2021-07-01,West Midlands
10020,122056,2021-07-01,Scotland
10329,122056,2021-07-01,Yorkshire & Humber
6549,122056,2021-07-01,North
14015,122056,2021-07-01,London
5176,122056,2021-07-01,Northern Ireland
11018,122056,2021-07-01,East Anglia
9150,122056,2021-07-01,East Midlands
15934,122056,2021-07-01,South East
10081,123477,2021-08-01,South West
15985,123477,2021-08-01,South East
11169,123477,2021-08-01,East Anglia
9951,123477,2021-08-01,West Midlands
14080,123477,2021-08-01,London
6586,123477,2021-08-01,North
10486,123477,2021-08-01,Yorkshire & Humber
5159,123477,2021-08-01,Northern Ireland
6593,123477,2021-08-01,Wales
13247,123477,2021-08-01,North West
10274,123477,2021-08-01,Scotland
9277,123477,2021-08-01,East Midlands
10301,122686,2021-09-01,Yorkshire & Humber
6553,122686,2021-09-01,Wales
9907,122686,2021-09-01,West Midlands
9930,122686,2021-09-01,South West
13032,122686,2021-09-01,North West
15961,122686,2021-09-01,South East
14133,122686,2021-09-01,London
10212,122686,2021-09-01,Scotland
11057,122686,2021-09-01,East Anglia
5125,122686,2021-09-01,Northern Ireland
9291,122686,2021-09-01,East Midlands
6616,122686,2021-09-01,North
6588,123103,2021-10-01,North
10069,123103,2021-10-01,South West
13156,123103,2021-10-01,North West
11190,123103,2021-10-01,East Anglia
9896,123103,2021-10-01,West Midlands
6523,123103,2021-10-01,Wales
10398,123103,2021-10-01,Yorkshire & Humber
5158,123103,2021-10-01,Northern Ireland
16077,123103,2021-10-01,South East
10271,123103,2021-10-01,Scotland
13971,123103,2021-10-01,London
9236,123103,2021-10-01,East Midlands
6593,123532,2021-11-01,Wales
11240,123532,2021-11-01,East Anglia
16088,123532,2021-11-01,South East
9798,123532,2021-11-01,West Midlands
14066,123532,2021-11-01,London
6597,123532,2021-11-01,North
10062,123532,2021-11-01,South West
13128,123532,2021-11-01,North West
5217,123532,2021-11-01,Northern Ireland
10385,123532,2021-11-01,Scotland
10423,123532,2021-11-01,Yorkshire & Humber
9338,123532,2021-11-01,East Midlands
5110,123086,2021-12-01,Northern Ireland
6547,123086,2021-12-01,Wales
10023,123086,2021-12-01,South West
9211,123086,2021-12-01,East Midlands
16116,123086,2021-12-01,South East
14074,123086,2021-12-01,London
6535,123086,2021-12-01,North
10487,123086,2021-12-01,Yorkshire & Humber
11185,123086,2021-12-01,East Anglia
9896,123086,2021-12-01,West Midlands
13072,123086,2021-12-01,North West
10233,123086,2021-12-01,Scotland
10520,123655,2022-01-01,Yorkshire & Humber
12983,123655,2022-01-01,North West
14154,123655,2022-01-01,London
11289,123655,2022-01-01,East Anglia
6546,123655,2022-01-01,Wales
9269,123655,2022-01-01,East Midlands
6584,123655,2022-01-01,North
9942,123655,2022-01-01,West Midlands
10409,123655,2022-01-01,Scotland
10138,123655,2022-01-01,South West
16142,123655,2022-01-01,South East
5124,123655,2022-01-01,Northern Ireland
9730,121928,2022-02-01,West Midlands
6562,121928,2022-02-01,North
10381,121928,2022-02-01,Yorkshire & Humber
13811,121928,2022-02-01,London
6452,121928,2022-02-01,Wales
9811,121928,2022-02-01,South West
15735,121928,2022-02-01,South East
10398,121928,2022-02-01,Scotland
9177,121928,2022-02-01,East Midlands
5252,121928,2022-02-01,Northern Ireland
12924,121928,2022-02-01,North West
11085,121928,2022-02-01,East Anglia
6617,125713,2022-03-01,North
16172,125713,2022-03-01,South East
14424,125713,2022-03-01,London
5397,125713,2022-03-01,Northern Ireland
9434,125713,2022-03-01,East Midlands
10641,125713,2022-03-01,Yorkshire & Humber
10612,125713,2022-03-01,Scotland
10245,125713,2022-03-01,South West
6653,125713,2022-03-01,Wales
9952,125713,2022-03-01,West Midlands
13410,125713,2022-03-01,North West
11546,125713,2022-03-01,East Anglia
10074,127157,2022-04-01,West Midlands
9559,127157,2022-04-01,East Midlands
16449,127157,2022-04-01,South East
5463,127157,2022-04-01,Northern Ireland
14593,127157,2022-04-01,London
10706,127157,2022-04-01,Scotland
6801,127157,2022-04-01,Wales
13460,127157,2022-04-01,North West
10353,127157,2022-04-01,South West
6737,127157,2022-04-01,North
10796,127157,2022-04-01,Yorkshire & Humber
11611,127157,2022-04-01,East Anglia
13457,127155,2022-05-01,North West
11586,127155,2022-05-01,East Anglia
16511,127155,2022-05-01,South East
14665,127155,2022-05-01,London
10277,127155,2022-05-01,South West
6735,127155,2022-05-01,North
10118,127155,2022-05-01,West Midlands
10693,127155,2022-05-01,Yorkshire & Humber
9499,127155,2022-05-01,East Midlands
5444,127155,2022-05-01,Northern Ireland
10785,127155,2022-05-01,Scotland
6827,127155,2022-05-01,Wales
9465,127526,2022-06-01,East Midlands
11545,127526,2022-06-01,East Anglia
10170,127526,2022-06-01,West Midlands
5499,127526,2022-06-01,Northern Ireland
14709,127526,2022-06-01,London
10743,127526,2022-06-01,Yorkshire & Humber
13392,127526,2022-06-01,North West
6939,127526,2022-06-01,Wales
10864,127526,2022-06-01,Scotland
16307,127526,2022-06-01,South East
6871,127526,2022-06-01,North
10422,127526,2022-06-01,South West
5353,127040,2022-07-01,Northern Ireland
10405,127040,2022-07-01,South West
16399,127040,2022-07-01,South East
11386,127040,2022-07-01,East Anglia
10693,127040,2022-07-01,Yorkshire & Humber
6851,127040,2022-07-01,North
13320,127040,2022-07-01,North West
10216,127040,2022-07-01,West Midlands
14650,127040,2022-07-01,London
6834,127040,2022-07-01,Wales
9456,127040,2022-07-01,East Midlands
10884,127040,2022-07-01,Scotland
